Id,Code,Name,Weight,Price,IsUnique,IsUseable,ItemClass,Effect,Sprite,Comment
750,Baphomet_Doll,Baphomet Doll,100,18000,FALSE,FALSE,Etc,,바포메트인형,
751,Osiris_Doll,Osiris Doll,100,14000,FALSE,FALSE,Etc,,오시리스인형,
752,Grasshopper_Doll,Rocker Doll,100,4000,FALSE,FALSE,Etc,,메뚜기인형,
753,Monkey_Doll,Yoyo Doll,100,6000,FALSE,FALSE,Etc,,원숭이인형,Monkey_Doll
754,Raccoondog_Doll,Racoon Doll,100,5000,FALSE,FALSE,Etc,,너구리인형,Raccoondog_Doll
756,Oridecon_Stone,Rough Oridecon,200,550,FALSE,FALSE,Etc,,오리데오콘원석,
757,Elunium_Stone,Rough Elunium,200,650,FALSE,FALSE,Etc,,에르늄원석,
901,Danggie,Daenggie,10,260,FALSE,FALSE,Etc,,댕기머리,
902,Tree_Root,Tree Root,10,12,FALSE,FALSE,Etc,,나무뿌리,
903,Reptile_Tongue,Reptile Tongue,10,140,FALSE,FALSE,Etc,,파충류혓바닥,
904,Scorpion's_Tail,Scorpion Tail,10,124,FALSE,FALSE,Etc,,전갈의꼬리,
905,Stem,Stem,10,46,FALSE,FALSE,Etc,,식물의줄기,
906,Pointed_Scale,Pointed Scale,10,68,FALSE,FALSE,Etc,,비늘줄기,
907,Resin,Resin,10,120,FALSE,FALSE,Etc,,고목나무진,
908,Spawn,Spawn,10,140,FALSE,FALSE,Etc,,개구리알,
909,Jellopy,Jellopy,10,6,FALSE,FALSE,Etc,,젤로피,
910,Garlet,Garlet,10,40,FALSE,FALSE,Etc,,가렛,
911,Scell,Scell,10,160,FALSE,FALSE,Etc,,셀,
912,Zargon,Zargon,10,480,FALSE,FALSE,Etc,,자르곤,
913,Bat_Tooth,Bat Tooth,10,34,FALSE,FALSE,Etc,,박쥐의이빨,
914,Fluff,Fluff,10,8,FALSE,FALSE,Etc,,솜털,
915,Chrysalis,Chrysalis,10,8,FALSE,FALSE,Etc,,번데기껍질,
916,Bird_Feather,Bird Feather,10,10,FALSE,FALSE,Etc,,새의깃털,
917,Talon,Talon,10,20,FALSE,FALSE,Etc,,새의발톱,
918,Sticky_Webfoot,Sticky Webfoot,10,20,FALSE,FALSE,Etc,,끈적이는물갈퀴,
919,Animal_Skin,Animal Skin,10,36,FALSE,FALSE,Etc,,동물가죽,
920,Wolf_Claw,Wolf Claw,10,58,FALSE,FALSE,Etc,,늑대의발톱,
921,Mushroom_Spore,Mushroom Spore,10,36,FALSE,FALSE,Etc,,버섯포자,
922,Orc_Tooth,Orc's Fang,10,220,FALSE,FALSE,Etc,,오크의송곳니,
923,Evil_Horn,Evil Horn,10,1200,FALSE,FALSE,Etc,,악마의뿔,
924,Powder_Of_Butterfly,Powder of Butterfly,10,90,FALSE,FALSE,Etc,,나비날개분,
925,Bill_Of_Birds,Bird Bill,10,64,FALSE,FALSE,Etc,,새의부리,
926,Snake_Scales,Snake Scales,10,82,FALSE,FALSE,Etc,,뱀의비늘,
928,Insect_Feeler,Insect Feeler,10,114,FALSE,FALSE,Etc,,벌레더듬이,
929,Immortal_Heart,Immortal Heart,10,374,FALSE,FALSE,Etc,,멈추지않는심장,
930,Rotten_Bandage,Rotten Bandage,10,350,FALSE,FALSE,Etc,,썩은붕대,
931,Orcish_Voucher,Orcish Voucher,10,142,FALSE,FALSE,Etc,,오크전사의증표,
932,Skel_Bone,Skel Bone,10,232,FALSE,FALSE,Etc,,스켈본,
934,Mementos,Memento,10,600,FALSE,FALSE,Etc,,사자의유품,
935,Shell,Shell,10,14,FALSE,FALSE,Etc,,단단한껍질,
936,Scale_Shell,Scale Shell,10,466,FALSE,FALSE,Etc,,비늘피부,
937,Venom_Canine,Venom Canine,10,148,FALSE,FALSE,Etc,,독송곳니,
938,Sticky_Mucus,Sticky Mucus,10,70,FALSE,FALSE,Etc,,끈적끈적한액체,
939,Bee_Sting,Bee Sting,10,32,FALSE,FALSE,Etc,,벌의뒷침,
940,Grasshopper_Leg,Grasshopper's Leg,10,36,FALSE,FALSE,Etc,,메뚜기뒷다리,
941,Nose_Ring,Nose Ring,10,568,FALSE,FALSE,Etc,,쇠고랑,
942,Yoyo_Tail,Yoyo Tail,10,114,FALSE,FALSE,Etc,,원숭이꼬리,
943,Solid_Shell,Solid Shell,10,448,FALSE,FALSE,Etc,,매우단단한껍질,
944,Horseshoe,Horseshoe,10,588,FALSE,FALSE,Etc,,말발굽,
945,Raccoon_Leaf,Raccoon Leaf,10,106,FALSE,FALSE,Etc,,너구리나뭇잎,
946,Snail's_Shell,Snail's Shell,10,64,FALSE,FALSE,Etc,,달팽이껍질,
947,Horn,Horn,10,116,FALSE,FALSE,Etc,,딱딱한뿔,
948,Bear_Foot,Bear's Footskin,10,174,FALSE,FALSE,Etc,,곰발바닥,
949,Soft_Fur,Soft Fluff,10,20,FALSE,FALSE,Etc,,부드러운털,
950,Heart_Of_Mermaid,Heart of Mermaid,10,264,FALSE,FALSE,Etc,,인어의심장,
951,Fin,Fin,10,412,FALSE,FALSE,Etc,,등지느러미,
952,Cactus_Needle,Cactus Needle,10,82,FALSE,FALSE,Etc,,선인장침,
953,Stone_Heart,Stone Heart,10,184,FALSE,FALSE,Etc,,돌심장,
954,Shining_Scale,Shining Scale,10,466,FALSE,FALSE,Etc,,빛나는비늘,
955,Worm_Peeling,Worm Peeling,10,52,FALSE,FALSE,Etc,,벌레껍질,
956,Gill,Gill,10,342,FALSE,FALSE,Etc,,가시달린아가미,
957,Decayed_Nail,Decayed Nail,10,82,FALSE,FALSE,Etc,,망자의손톱,
958,Horrendous_Mouth,Horrendous Mouth,10,390,FALSE,FALSE,Etc,,망자의이빨,
959,Rotten_Scale,Stinky Scale,10,168,FALSE,FALSE,Etc,,썩은비늘,
960,Nipper,Nipper,10,114,FALSE,FALSE,Etc,,집게발,
961,Conch,Conch,10,158,FALSE,FALSE,Etc,,소라,
962,Tentacle,Tentacle,10,70,FALSE,FALSE,Etc,,촉수,
963,Sharp_Scale,Sharp Scale,10,250,FALSE,FALSE,Etc,,날카로운비늘,
964,Crap_Shell,Crab Shell,10,90,FALSE,FALSE,Etc,,게등껍질,
965,Clam_Shell,Clam Shell,10,56,FALSE,FALSE,Etc,,조개껍질,
966,Flesh_Of_Clam,Clam Flesh,10,158,FALSE,FALSE,Etc,,조개살,
967,Turtle_Shell,Turtle Shell,10,680,FALSE,FALSE,Etc,,거북이등껍질,
968,Orc_Hero_Emblem,Heroic Emblem,10,3000,FALSE,FALSE,Etc,,오크용자의증표,
969,Gold,Gold,200,200000,FALSE,FALSE,Etc,,황금,
970,Alchol,Alcohol,30,400,FALSE,FALSE,Etc,,알코올,
971,Detrimindexta,Detrimindexta,30,400,FALSE,FALSE,Etc,,디트리민,
972,Karvodailnirol,Karvodailnirol,30,400,FALSE,FALSE,Etc,,카르보딜,
973,Counteragent,Counteragent,70,800,FALSE,FALSE,Etc,,중화제,
974,Mixture,Mixture,70,800,FALSE,FALSE,Etc,,혼합제,
975,Scarlet_Dyestuffs,Scarlet Dyestuffs,150,8000,FALSE,FALSE,Etc,,빨간색염료,
976,Lemon_Dyestuffs,Lemon Dyestuffs,150,8000,FALSE,FALSE,Etc,,노란색염료,
978,Cobaltblue_Dyestuffs,Cobaltblue Dyestuffs,150,8000,FALSE,FALSE,Etc,,파란색염료,
979,Darkgreen_Dyestuffs,Darkgreen Dyestuffs,150,8000,FALSE,FALSE,Etc,,초록색염료,
980,Orange_Dyestuffs,Orange Dyestuffs,150,8000,FALSE,FALSE,Etc,,주홍색염료,
981,Violet_Dyestuffs,Violet Dyestuffs,150,8000,FALSE,FALSE,Etc,,보라색염료,
982,White_Dyestuffs,White Dyestuffs,150,8000,FALSE,FALSE,Etc,,하얀색염료,
983,Black_Dyestuffs,Black Dyestuffs,150,8000,FALSE,FALSE,Etc,,검은색염료,
984,Oridecon,Oridecon,200,1100,FALSE,FALSE,Etc,,오리데오콘,
985,Elunium,Elunium,200,1100,FALSE,FALSE,Etc,,에르늄,
986,Anvil,Anvil,500,30000,FALSE,FALSE,Etc,,모루,
987,Oridecon_Anvil,Oridecon Anvil,700,120000,FALSE,FALSE,Etc,,오리데오콘모루,
988,Golden_Anvil,Golden Anvil,900,300000,FALSE,FALSE,Etc,,황금의모루,
989,Emperium_Anvil,Emperium Anvil,1000,600000,FALSE,FALSE,Etc,,엠펠리움모루,
990,Red_Blood,Red Blood,50,1000,FALSE,FALSE,Etc,,레드블러드,
991,Crystal_Blue,Crystal Blue,50,1000,FALSE,FALSE,Etc,,크리스탈블루,
992,Wind_Of_Verdure,Wind of Verdure,50,1000,FALSE,FALSE,Etc,,옐로우라이브,
993,Yellow_Live,Green Live,50,1000,FALSE,FALSE,Etc,,윈드오브버듀어,
994,Flame_Heart,Flame Heart,300,3000,FALSE,FALSE,Etc,,프레임하트,
995,Mystic_Frozen,Mystic Frozen,300,3000,FALSE,FALSE,Etc,,미스틱프로즌,
996,Rough_Wind,Rough Wind,300,3000,FALSE,FALSE,Etc,,러프윈드,
997,Great_Nature,Great Nature,300,3000,FALSE,FALSE,Etc,,그레이트네이쳐,
998,Iron,Iron,50,100,FALSE,FALSE,Etc,,철,
999,Steel,Steel,100,1000,FALSE,FALSE,Etc,,강철,
1000,Star_Crumb,Star Crumb,100,4500,FALSE,FALSE,Etc,,별의조각,
1001,Sparkling_Dust,Star Dust,10,1500,FALSE,FALSE,Etc,,별의가루,
1002,Iron_Ore,Iron Ore,150,50,FALSE,FALSE,Etc,,철광석,
1003,Coal,Coal,50,500,FALSE,FALSE,Etc,,석탄,
1004,Chivalry_Emblem,Chivalry Emblem,100,2,FALSE,FALSE,Etc,,충절의증거,
1005,Hammer_Of_Blacksmith,Hammer of Blacksmith,800,2,FALSE,FALSE,Etc,,대장장이의망치,
1006,Old_Magic_Book,Old Magicbook,30,2,FALSE,FALSE,Etc,,오래된마법서,
1007,Penetration,Necklace of Wisdom,40,2,FALSE,FALSE,Etc,,혜안,
1008,Frozen_Heart,Necklace of Oblivion,100,2,FALSE,FALSE,Etc,,비정한마음,
1009,Hand_of_God,Hand of God,20,2,FALSE,FALSE,Etc,,성흔,
1010,Phracon,Phracon,200,200,FALSE,FALSE,Etc,,프라콘,
1011,Emveretarcon,Emveretarcon,200,1000,FALSE,FALSE,Etc,,엠베르타콘,
1012,Lizard_Frill,Frill,10,250,FALSE,FALSE,Etc,,도마뱀의목덜미,
1013,Colorful_Shell,Rainbow Shell,10,90,FALSE,FALSE,Etc,,알록달록한껍질,
1014,Ant_Jaw,Ant Jaw,10,232,FALSE,FALSE,Etc,,개미의턱뼈,
1015,Phreeoni_Tongue,Tongue,10,528,FALSE,FALSE,Etc,,길고가느다란혀,
1016,Rat_Tail,Rat Tail,10,52,FALSE,FALSE,Etc,,쥐의꼬리,
1017,Mole_Whispers,Mole Whiskers,10,106,FALSE,FALSE,Etc,,두더지의수염,
1018,Mole_Claw,Mole Claw,10,210,FALSE,FALSE,Etc,,두더지의손톱,
1019,Wooden_Trunk,Trunk,10,60,FALSE,FALSE,Etc,,나무조각,
1020,Long_Hair,Black Hair,10,292,FALSE,FALSE,Etc,,긴머리카락,
1021,Dokkaebi_Horn,Dokebi Horn,10,292,FALSE,FALSE,Etc,,도깨비의뿔,
1022,Fox_Tail,Nine Tails,10,650,FALSE,FALSE,Etc,,여우의꼬리,
1023,Fish_Tail,Fish Tail,10,196,FALSE,FALSE,Etc,,생선의꼬리,
1024,Chinese_Ink,Squid Ink,10,264,FALSE,FALSE,Etc,,먹물,
1025,Spiderweb,Cobweb,10,184,FALSE,FALSE,Etc,,거미줄,
1026,Acorn,Acorn,10,98,FALSE,FALSE,Etc,,도토리,
1027,Porcupine_Spike,Porcupine Quill,10,158,FALSE,FALSE,Etc,,고슴도치가시,
1028,Wild_Boar_Mane,Wild Boar's Mane,10,196,FALSE,FALSE,Etc,,맷돼지의갈기털,
1029,Tiger's_Skin,Tiger Skin,10,548,FALSE,FALSE,Etc,,호랑이의가죽,
1030,Tiger_Footskin,Tiger Footskin,10,1500,FALSE,FALSE,Etc,,호랑이의발바닥,
1031,Mantis_Scythe,Mantis Scythe,10,196,FALSE,FALSE,Etc,,사마귀의팔,
1032,Maneater_Blossom,Maneater Blossom,10,196,FALSE,FALSE,Etc,,식인수의꽃,
1033,Maneater_Root,Maneater Root,10,208,FALSE,FALSE,Etc,,식인수의뿌리,
1034,Blue_Fur,Blue Fur,10,342,FALSE,FALSE,Etc,,코볼트의털,
1035,Dragon_Canine,Dragon Canine,10,484,FALSE,FALSE,Etc,,드래곤의이빨,
1036,Dragon_Scale,Dragon Scale,10,500,FALSE,FALSE,Etc,,드래곤의비늘,
1037,Dragon_Train,Dragon Tail,10,1200,FALSE,FALSE,Etc,,드래곤의꼬리,
1038,Petite_Diablo_Horn,Little Evil Horn,10,528,FALSE,FALSE,Etc,,새끼악마의뿔,
1039,Petite_Diablo_Wing,Little Evil Wing,10,2000,FALSE,FALSE,Etc,,새끼악마의날개,
1040,Elder_Pixie_Beard,Elder Pixie's Moustache,10,232,FALSE,FALSE,Etc,,늙은요정의수염,
1041,Lantern,Lantern,10,250,FALSE,FALSE,Etc,,랜턴,
1042,Bug_Leg,Bug Leg,10,430,FALSE,FALSE,Etc,,짧은다리,
1043,Orc_Claw,Orc Claw,10,168,FALSE,FALSE,Etc,,오크의손톱,
1044,Zenorc_Fang,Zenorc's Fang,10,264,FALSE,FALSE,Etc,,제노크의이빨,
1045,Cultish_Masque,Cultish Masque,10,412,FALSE,FALSE,Etc,,신관의가면,
1046,Scorpion_Nipper,Scorpion Nipper,10,614,FALSE,FALSE,Etc,,전갈의집게손,
1047,Head_Of_Medusa,Medusa Head,10,548,FALSE,FALSE,Etc,,메두사의머리,
1048,Slender_Snake,Horrendous Hair,10,800,FALSE,FALSE,Etc,,머리카락뱀,
1049,Skirt_Of_Virgin,Skirt of Virgin,10,1700,FALSE,FALSE,Etc,,처녀의옷자락,
1050,Tendon,Tendon,10,220,FALSE,FALSE,Etc,,뇌관,
1051,Detonator,Detonator,10,450,FALSE,FALSE,Etc,,힘줄,
1052,Single_Cell,Single Cell,10,46,FALSE,FALSE,Etc,,단세포,
1053,Ancient_Tooth,Ancient Tooth,10,548,FALSE,FALSE,Etc,,고대어의이빨,
1054,Ancient_Lips,Ancient Lips,10,1000,FALSE,FALSE,Etc,,고대어의입술,
1055,Earthworm_Peeling,Earthworm Peeling,10,196,FALSE,FALSE,Etc,,지렁이가죽,
1056,Grit,Grit,10,306,FALSE,FALSE,Etc,,모래조각,
1057,Moth_Dust,Moth Dust,10,138,FALSE,FALSE,Etc,,나방의날개가루,
1058,Wing_Of_Moth,Moth Wings,10,200,FALSE,FALSE,Etc,,나방의날개,
1059,Fabric,Fabric,10,306,FALSE,FALSE,Etc,,투명한천조각,
