Type,Code,Chance
Old_Blue_Box,Wedding_Bouquet,2
Old_Blue_Box,Glass_Bead,3
Old_Blue_Box,Crystal_Mirror,1
Old_Blue_Box,Witherless_Rose,1
Old_Blue_Box,Frozen_Rose,1
Old_Blue_Box,Rocker_Doll,1
Old_Blue_Box,Yoyo_Doll,1
Old_Blue_Box,Racoon_Doll,1
Old_Blue_Box,Rough_Oridecon,1
Old_Blue_Box,Rough_Elunium,1
Old_Blue_Box,Daenggie,2
Old_Blue_Box,Tree_Root,2
Old_Blue_Box,Reptile_Tongue,2
Old_Blue_Box,Scorpion_Tail,2
Old_Blue_Box,Stem,2
Old_Blue_Box,Pointed_Scale,2
Old_Blue_Box,Resin,2
Old_Blue_Box,Spawn,2
Old_Blue_Box,Jellopy,10
Old_Blue_Box,Garlet,5
Old_Blue_Box,Scell,3
Old_Blue_Box,Zargon,2
Old_Blue_Box,Tooth_of_Bat,2
Old_Blue_Box,Fluff,2
Old_Blue_Box,Chrysalis,2
Old_Blue_Box,Bird_Feather,2
Old_Blue_Box,Talon,2
Old_Blue_Box,Sticky_Webfoot,2
Old_Blue_Box,Animal_Skin,2
Old_Blue_Box,Wolf_Claw,2
Old_Blue_Box,Mushroom_Spore,2
Old_Blue_Box,Orc's_Fang,2
Old_Blue_Box,Evil_Horn,1
Old_Blue_Box,Powder_of_Butterfly,2
Old_Blue_Box,Bill_of_Bird,2
Old_Blue_Box,Snake_Scale,2
Old_Blue_Box,Insect_Feeler,2
Old_Blue_Box,Immortal_Heart,2
Old_Blue_Box,Rotten_Bandage,2
Old_Blue_Box,Orcish_Voucher,2
Old_Blue_Box,Skel-Bone,2
Old_Blue_Box,Memento,1
Old_Blue_Box,Shell,2
Old_Blue_Box,Scale_Shell,2
Old_Blue_Box,Venom_Canine,2
Old_Blue_Box,Sticky_Mucus,2
Old_Blue_Box,Bee_Sting,2
Old_Blue_Box,Grasshopper's_Leg,2
Old_Blue_Box,Yoyo_Tail,2
Old_Blue_Box,Solid_Shell,1
Old_Blue_Box,Horseshoe,2
Old_Blue_Box,Raccoon_Leaf,2
Old_Blue_Box,Snail's_Shell,2
Old_Blue_Box,Horn,2
Old_Blue_Box,Bear's_Footskin,2
Old_Blue_Box,Soft_Fluff,2
Old_Blue_Box,Heart_of_Mermaid,2
Old_Blue_Box,Fin,2
Old_Blue_Box,Cactus_Needle,2
Old_Blue_Box,Stone_Heart,2
Old_Blue_Box,Shining_Scale,2
Old_Blue_Box,Insect_Peeling,2
Old_Blue_Box,Gill,2
Old_Blue_Box,Decayed_Nail,2
Old_Blue_Box,Horrendous_Mouth,1
Old_Blue_Box,Rotten_Scale,2
Old_Blue_Box,Nipper,2
Old_Blue_Box,Conch,2
Old_Blue_Box,Tentacle,2
Old_Blue_Box,Sharp_Scale,2
Old_Blue_Box,Heroic_Emblem,1
Old_Blue_Box,Gold,1
Old_Blue_Box,Alcohol,1
Old_Blue_Box,Detrimindexta,1
Old_Blue_Box,Karvodailnirol,1
Old_Blue_Box,Counteragent,1
Old_Blue_Box,Mixture,1
Old_Blue_Box,Scarlet_Dyestuffs,1
Old_Blue_Box,Lemon_Dyestuffs,1
Old_Blue_Box,Cobaltblue_Dyestuffs,1
Old_Blue_Box,Darkgreen_Dyestuffs,1
Old_Blue_Box,Orange_Dyestuffs,1
Old_Blue_Box,Violet_Dyestuffs,1
Old_Blue_Box,White_Dyestuffs,1
Old_Blue_Box,Black_Dyestuffs,1
Old_Blue_Box,Oridecon,1
Old_Blue_Box,Elunium,1
Old_Blue_Box,Anvil,3
Old_Blue_Box,Oridecon_Anvil,1
Old_Blue_Box,Golden_Anvil,1
Old_Blue_Box,Emperium_Anvil,1
Old_Blue_Box,Red_Blood,3
Old_Blue_Box,Crystal_Blue,3
Old_Blue_Box,Wind_of_Verdure,3
Old_Blue_Box,Green_Live,3
Old_Blue_Box,Flame_Heart,1
Old_Blue_Box,Mystic_Frozen,1
Old_Blue_Box,Rough_Wind,1
Old_Blue_Box,Great_Nature,1
Old_Blue_Box,Iron,10
Old_Blue_Box,Steel,3
Old_Blue_Box,Star_Crumb,3
Old_Blue_Box,Star_Dust,10
Old_Blue_Box,Iron_Ore,20
Old_Blue_Box,Coal,5
Old_Blue_Box,Chivalry_Emblem,1
Old_Blue_Box,Hammer_of_Blacksmith,1
Old_Blue_Box,Old_Magicbook,1
Old_Blue_Box,Necklace_of_Wisdom,1
Old_Blue_Box,Necklace_of_Oblivion,1
Old_Blue_Box,Hand_of_God,1
Old_Blue_Box,Phracon,20
Old_Blue_Box,Emveretarcon,5
Old_Blue_Box,Frill,2
Old_Blue_Box,Rainbow_Shell,2
Old_Blue_Box,Ant_Jaw,2
Old_Blue_Box,Tongue,1
Old_Blue_Box,Rat_Tail,2
Old_Blue_Box,Mole_Whiskers,2
Old_Blue_Box,Mole_Claw,2
Old_Blue_Box,Trunk,2
Old_Blue_Box,Black_Hair,2
Old_Blue_Box,Dokebi_Horn,2
Old_Blue_Box,Nine_Tails,2
Old_Blue_Box,Fish_Tail,2
Old_Blue_Box,Squid_Ink,2
Old_Blue_Box,Cobweb,2
Old_Blue_Box,Acorn,2
Old_Blue_Box,Porcupine_Quill,2
Old_Blue_Box,Mane,2
Old_Blue_Box,Tiger_Skin,1
Old_Blue_Box,Tiger_Footskin,1
Old_Blue_Box,Mantis_Scythe,2
Old_Blue_Box,Maneater_Blossom,2
Old_Blue_Box,Maneater_Root,2
Old_Blue_Box,Blue_Hair,2
Old_Blue_Box,Dragon_Canine,2
Old_Blue_Box,Dragon_Scale,2
Old_Blue_Box,Dragon_Tail,2
Old_Blue_Box,Little_Evil_Horn,2
Old_Blue_Box,Little_Evil_Wing,2
Old_Blue_Box,Elder_Pixie's_Moustache,2
Old_Blue_Box,Lantern,2
Old_Blue_Box,Bug_Leg,2
Old_Blue_Box,Orc_Claw,2
Old_Blue_Box,Zenorc's_Fang,2
Old_Blue_Box,Cultish_Masque,2
Old_Blue_Box,Scorpion_Nipper,2
Old_Blue_Box,Dead_Medusa,2
Old_Blue_Box,Horrendous_Hair,2
Old_Blue_Box,Skirt_of_Virgin,1
Old_Blue_Box,Tendon,2
Old_Blue_Box,Detonator,2
Old_Blue_Box,Single_Cell,2
Old_Blue_Box,Ancient_Tooth,2
Old_Blue_Box,Ancient_Lips,2
Old_Blue_Box,Earthworm_Peeling,2
Old_Blue_Box,Grit,2
Old_Blue_Box,Moth_Dust,2
Old_Blue_Box,Moth_Wings,2
Old_Blue_Box,Fabric,2
Old_Blue_Box,Golden_Hair,2
Old_Blue_Box,Witch_Starsand,2
Old_Blue_Box,Jack_o'_Pumpkin,2
Old_Blue_Box,Fang,2
Old_Blue_Box,Reins,2
Old_Blue_Box,Trap,5
Old_Blue_Box,Short_Daenggie,2
Old_Blue_Box,Needle_of_Alarm,2
Old_Blue_Box,Round_Shell,2
Old_Blue_Box,Worn_Out_Page,2
Old_Blue_Box,Manacles,2
Old_Blue_Box,Worn_Out_Prison_Uniform,2
Old_Blue_Box,Sword_,1
Old_Blue_Box,Falchion_,1
Old_Blue_Box,Blade_,1
Old_Blue_Box,Rapier_,1
Old_Blue_Box,Scimiter_,1
Old_Blue_Box,Katana_,4
Old_Blue_Box,Tsurugi_,1
Old_Blue_Box,Ring_Pommel_Saber_,1
Old_Blue_Box,Saber_,1
Old_Blue_Box,Haedonggum_,1
Old_Blue_Box,Flamberge,1
Old_Blue_Box,Slayer_,3
Old_Blue_Box,Bastard_Sword_,2
Old_Blue_Box,Two-Handed_Sword_,1
Old_Blue_Box,Broad_Sword_,1
Old_Blue_Box,Claymore,1
Old_Blue_Box,Knife_,1
Old_Blue_Box,Cutter_,1
Old_Blue_Box,Main_Gauche_,1
Old_Blue_Box,Dirk_,1
Old_Blue_Box,Dagger_,1
Old_Blue_Box,Stiletto_,1
Old_Blue_Box,Gladius_,1
Old_Blue_Box,Damascus_,1
Old_Blue_Box,Jur_,2
Old_Blue_Box,Katar_,1
Old_Blue_Box,Jamadhar_,1
Old_Blue_Box,Axe_,1
Old_Blue_Box,Battle_Axe_,2
Old_Blue_Box,Hammer_,2
Old_Blue_Box,Buster_,1
Old_Blue_Box,Two-Handed_Axe_,1
Old_Blue_Box,Javelin_,1
Old_Blue_Box,Spear_,1
Old_Blue_Box,Pike_,1
Old_Blue_Box,Lance,1
Old_Blue_Box,Guisarme_,1
Old_Blue_Box,Glaive_,1
Old_Blue_Box,Partizan_,1
Old_Blue_Box,Trident_,1
Old_Blue_Box,Halberd_,1
Old_Blue_Box,Club_,1
Old_Blue_Box,Mace_,1
Old_Blue_Box,Smasher_,1
Old_Blue_Box,Flail_,1
Old_Blue_Box,Morning_Star_,1
Old_Blue_Box,Sword_Mace_,1
Old_Blue_Box,Chain_,1
Old_Blue_Box,Book,1
Old_Blue_Box,Bible,1
Old_Blue_Box,Rod_,1
Old_Blue_Box,Wand_,1
Old_Blue_Box,Staff_,1
Old_Blue_Box,Arc_Wand_,1
Old_Blue_Box,Mighty_Staff,1
Old_Blue_Box,Bow_,4
Old_Blue_Box,Composite_Bow_,3
Old_Blue_Box,Great_Bow_,2
Old_Blue_Box,Cross_Bow_,1
Old_Blue_Box,Arbalest_Bow,1
Old_Blue_Box,Gakkung_Bow,1
Old_Blue_Box,Hunter_Bow,1
Old_Blue_Box,Roguemaster's_Bow,1
Old_Blue_Box,Arrow,2
Old_Blue_Box,Silver_Arrow,2
Old_Blue_Box,Fire_Arrow,2
Old_Blue_Box,Steel_Arrow,2
Old_Blue_Box,Crystal_Arrow,2
Old_Blue_Box,Wind_Arrow,2
Old_Blue_Box,Stone_Arrow,2
Old_Blue_Box,Immaterial_Arrow,2
Old_Blue_Box,Stun_Arrow,2
Old_Blue_Box,Frozen_Arrow,2
Old_Blue_Box,Flash_Arrow,2
Old_Blue_Box,Cursed_Arrow,2
Old_Blue_Box,Rusty_Arrow,2
Old_Blue_Box,Poison_Arrow,2
Old_Blue_Box,Sharp_Arrow,2
Old_Blue_Box,Oridecon_Arrow,2
Old_Blue_Box,Shadow_Arrow,2
Old_Blue_Box,Sleep_Arrow,2
Old_Blue_Box,Mute_Arrow,2
Old_Blue_Box,Iron_Arrow,2
Old_Blue_Box,Guard_,4
Old_Blue_Box,Buckler_,2
Old_Blue_Box,Shield_,1
Old_Blue_Box,Mirror_Shield_,1
Old_Blue_Box,Diver_Goggles,3
Old_Blue_Box,Wedding_Veil,1
Old_Blue_Box,Fancy_Flower,1
Old_Blue_Box,Ribbon_,4
Old_Blue_Box,Hair_Band,1
Old_Blue_Box,Bandana,1
Old_Blue_Box,Eye_Patch,4
Old_Blue_Box,Kitty_Band,1
Old_Blue_Box,Flower_Band,1
Old_Blue_Box,Biretta_,1
Old_Blue_Box,Flu_Mask,4
Old_Blue_Box,Hat_,3
Old_Blue_Box,Turban_,2
Old_Blue_Box,Goggles_,1
Old_Blue_Box,Cap_,2
Old_Blue_Box,Helm_,1
Old_Blue_Box,Gemmed_Sallet_,1
Old_Blue_Box,Circlet_,1
Old_Blue_Box,Santa_Hat,1
Old_Blue_Box,Monocle,3
Old_Blue_Box,Grampa_Beard,3
Old_Blue_Box,Purple_Glasses,2
Old_Blue_Box,Geek_Glasses,2
Old_Blue_Box,Big_Ribbon,1
Old_Blue_Box,Coronet,1
Old_Blue_Box,Cute_Ribbon,1
Old_Blue_Box,Majestic_Goat,1
Old_Blue_Box,Unicorn_Horn,1
Old_Blue_Box,Spiky_Band,1
Old_Blue_Box,Mini_Propeller,1
Old_Blue_Box,Mini_Glasses,1
Old_Blue_Box,Army_Cap,1
Old_Blue_Box,Clown_Nose,4
Old_Blue_Box,Zorro_Masque,1
Old_Blue_Box,Munak_Hat,1
Old_Blue_Box,Gangster_Mask,1
Old_Blue_Box,Cigarette,1
Old_Blue_Box,Pipe,1
Old_Blue_Box,Romantic_Flower,1
Old_Blue_Box,Romantic_Leaf,1
Old_Blue_Box,Jack_be_Dandy,1
Old_Blue_Box,Stop_Post,1
Old_Blue_Box,Doctor_Band,1
Old_Blue_Box,Red_Bandana,1
Old_Blue_Box,Angled_Glasses,1
Old_Blue_Box,Bomb_Wick,1
Old_Blue_Box,Antlers,1
Old_Blue_Box,Pirate_Bandana,1
Old_Blue_Box,Poo_Poo_Hat,1
Old_Blue_Box,Funeral_Hat,1
Old_Blue_Box,Masquerade,1
Old_Blue_Box,Pretend_Murdered,1
Old_Blue_Box,Stellar,1
Old_Blue_Box,Blinder,1
Old_Blue_Box,Binoculars,1
Old_Blue_Box,Green_Feeler,1
Old_Blue_Box,Orc_Helm,1
Old_Blue_Box,Cotton_Shirt_,4
Old_Blue_Box,Jacket_,4
Old_Blue_Box,Adventurer's_Suit_,3
Old_Blue_Box,Mantle_,3
Old_Blue_Box,Coat_,2
Old_Blue_Box,Mink_Coat,1
Old_Blue_Box,Padded_Armor_,1
Old_Blue_Box,Chain_Mail_,1
Old_Blue_Box,Full_Plate_,1
Old_Blue_Box,Silk_Robe_,2
Old_Blue_Box,Scapulare_,3
Old_Blue_Box,Saint's_Robe_,1
Old_Blue_Box,Wooden_Mail_,3
Old_Blue_Box,Tights_,1
Old_Blue_Box,Silver_Robe_,1
Old_Blue_Box,Thief_Clothes_,1
Old_Blue_Box,Ninja_Suit,1
Old_Blue_Box,Wedding_Dress,1
Old_Blue_Box,Pantie,5
Old_Blue_Box,Sandals_,3
Old_Blue_Box,Shoes_,2
Old_Blue_Box,Boots_,1
Old_Blue_Box,Crystal_Pumps,1
Old_Blue_Box,Shackles,5
Old_Blue_Box,High_Heels,1
Old_Blue_Box,Hood_,4
Old_Blue_Box,Muffler_,2
Old_Blue_Box,Manteau_,1
Old_Blue_Box,Ancient_Cape,1
Old_Blue_Box,Ragamuffin_Manteau,1
Old_Blue_Box,Ring,1
Old_Blue_Box,Earring,1
Old_Blue_Box,Necklace,1
Old_Blue_Box,Glove,1
Old_Blue_Box,Brooch,1
Old_Blue_Box,Clip,10
Old_Blue_Box,Rosary,3
Old_Blue_Box,Skull_Ring,10
Old_Blue_Box,Gold_Ring,2
Old_Blue_Box,Silver_Ring,3
Old_Blue_Box,Flower_Ring,10
Old_Blue_Box,Diamond_Ring,1
Old_Blue_Box,Ring_,1
Old_Blue_Box,Earring_,1
Old_Blue_Box,Necklace_,1
Old_Blue_Box,Glove_,1
Old_Blue_Box,Brooch_,1
Old_Blue_Box,Rosary_,1
Old_Blue_Box,Belt,1
Old_Blue_Box,Novice_Armlet,1
Old_Blue_Box,Puppy_Love,1
Old_Blue_Box,Safety_Helmet,1
Old_Blue_Box,Indian_Fillet,1
Old_Blue_Box,Fin_Helm,1
Old_Blue_Box,Egg_Shell,4
Old_Blue_Box,Mage_Hat,1
Old_Blue_Box,Blush,1
Old_Blue_Box,Bao_Bao,1
Old_Blue_Box,Bongun_Hat,1
Old_Blue_Box,Mould_Powder,1
Old_Blue_Box,Ogre_Tooth,1
Old_Blue_Box,Anolian_Skin,1
Old_Blue_Box,Mud_Lump,1
Old_Blue_Box,Skull,1
Old_Blue_Box,Wing_of_Red_Bat,1
Old_Blue_Box,Claw_of_Rat,1
Old_Blue_Box,Stiff_Horn,1
Old_Blue_Box,Glitter_Shell,1
Old_Blue_Box,Tail_of_Steel_Scorpion,1
Old_Blue_Box,Claw_of_Monkey,1
Old_Blue_Box,Tough_Scalelike_Stem,1
Old_Blue_Box,Coral_Reef,1
Old_Blue_Box,Old_Portrait,1
Old_Blue_Box,Bookclip_in_Memory,1
Old_Blue_Box,Spoon_Stub,1
Old_Blue_Box,Key_of_Clock_Tower,1
Old_Blue_Box,Key_of_Underground,1
Old_Blue_Box,Claw_of_Desert_Wolf,1
Old_Blue_Box,Old_Frying_Pan,1
Old_Blue_Box,Piece_of_Egg_Shell,1
Old_Blue_Box,Poison_Spore,1
Old_Blue_Box,Red_Stocking,1
Old_Blue_Box,Matchstick,1
Old_Blue_Box,Fang_of_Hati,1
Old_Card_Album,Poring_Card,8
Old_Card_Album,Fabre_Card,7
Old_Card_Album,Pupa_Card,6
Old_Card_Album,Drops_Card,7
Old_Card_Album,Santa_Poring_Card,5
Old_Card_Album,Lunatic_Card,7
Old_Card_Album,Peco_Peco_Egg_Card,4
Old_Card_Album,Picky_Card,7
Old_Card_Album,Chonchon_Card,7
Old_Card_Album,Willow_Card,7
Old_Card_Album,Picky_Egg_Card,7
Old_Card_Album,Thief_Bug_Egg_Card,5
Old_Card_Album,Ant_Egg_Card,5
Old_Card_Album,Roda_Frog_Card,5
Old_Card_Album,Condor_Card,5
Old_Card_Album,Thief_Bug_Card,5
Old_Card_Album,Savage_Babe_Card,5
Old_Card_Album,Hornet_Card,5
Old_Card_Album,Familiar_Card,5
Old_Card_Album,Rocker_Card,5
Old_Card_Album,Spore_Card,5
Old_Card_Album,Baby_Desert_Wolf_Card,5
Old_Card_Album,Plankton_Card,5
Old_Card_Album,Skeleton_Card,5
Old_Card_Album,Female_Thief_Bug_Card,3
Old_Card_Album,Kukre_Card,3
Old_Card_Album,Tarou_Card,3
Old_Card_Album,Wolf_Card,3
Old_Card_Album,Mandragora_Card,3
Old_Card_Album,Peco_Peco_Card,3
Old_Card_Album,Ambernite_Card,3
Old_Card_Album,Poporing_Card,3
Old_Card_Album,Wormtail_Card,3
Old_Card_Album,Hydra_Card,3
Old_Card_Album,Muka_Card,3
Old_Card_Album,Boa_Card,3
Old_Card_Album,Zombie_Card,3
Old_Card_Album,Stainer_Card,3
Old_Card_Album,Creamy_Card,3
Old_Card_Album,Coco_Card,3
Old_Card_Album,Steel_Chonchon_Card,3
Old_Card_Album,Andre_Card,3
Old_Card_Album,Andre_Larva_Card,3
Old_Card_Album,Soldier_Andre_Card,2
Old_Card_Album,Smokie_Card,3
Old_Card_Album,Horn_Card,3
Old_Card_Album,Martin_Card,3
Old_Card_Album,Ghostring_Card,1
Old_Card_Album,Poison_Spore_Card,3
Old_Card_Album,Vadon_Card,3
Old_Card_Album,Male_Thief_Bug_Card,3
Old_Card_Album,Yoyo_Card,3
Old_Card_Album,Elder_Willow_Card,3
Old_Card_Album,Vitata_Card,1
Old_Card_Album,Angeling_Card,1
Old_Card_Album,Marina_Card,3
Old_Card_Album,Dustiness_Card,3
Old_Card_Album,Metaller_Card,2
Old_Card_Album,Thara_Frog_Card,2
Old_Card_Album,Goblin_Card,2
Old_Card_Album,Cornutus_Card,2
Old_Card_Album,Anaconda_Card,2
Old_Card_Album,Caramel_Card,2
Old_Card_Album,Zerom_Card,2
Old_Card_Album,Kaho_Card,2
Old_Card_Album,Orc_Warrior_Card,2
Old_Card_Album,Megalodon_Card,2
Old_Card_Album,Scorpion_Card,2
Old_Card_Album,Drainliar_Card,2
Old_Card_Album,Eggyra_Card,2
Old_Card_Album,Orc_Zombie_Card,2
Old_Card_Album,Golem_Card,2
Old_Card_Album,Pirate_Skel_Card,2
Old_Card_Album,Bigfoot_Card,2
Old_Card_Album,Argos_Card,2
Old_Card_Album,Magnolia_Card,2
Old_Card_Album,Phen_Card,2
Old_Card_Album,Savage_Card,2
Old_Card_Album,Mantis_Card,2
Old_Card_Album,Flora_Card,2
Old_Card_Album,Hode_Card,2
Old_Card_Album,Desert_Wolf_Card,1
Old_Card_Album,Rafflesia_Card,1
Old_Card_Album,Marine_Sphere_Card,1
Old_Card_Album,Orc_Skeleton_Card,1
Old_Card_Album,Soldier_Skeleton_Card,1
Old_Card_Album,Giearth_Card,1
Old_Card_Album,Frilldora_Card,1
Old_Card_Album,Swordfish_Card,1
Old_Card_Album,Munak_Card,1
Old_Card_Album,Kobold_Card,1
Old_Card_Album,Skel_Worker_Card,1
Old_Card_Album,Obeaune_Card,1
Old_Card_Album,Archer_Skeleton_Card,1
Old_Card_Album,Marse_Card,1
Old_Card_Album,Zenorc_Card,1
Old_Card_Album,Matyr_Card,1
Old_Card_Album,Dokebi_Card,1
Old_Card_Album,Pasana_Card,1
Old_Card_Album,Sohee_Card,1
Old_Card_Album,Sandman_Card,1
Old_Card_Album,Whisper_Card,1
Old_Card_Album,Horong_Card,1
Old_Card_Album,Requiem_Card,1
Old_Card_Album,Marc_Card,1
Old_Card_Album,Mummy_Card,1
Old_Card_Album,Verit_Card,1
Old_Card_Album,Myst_Card,1
Old_Card_Album,Jakk_Card,1
Old_Card_Album,Ghoul_Card,1
Old_Card_Album,Strouf_Card,1
Old_Card_Album,Marduk_Card,1
Old_Card_Album,Marionette_Card,1
Old_Card_Album,Argiope_Card,1
Old_Card_Album,Hunter_Fly_Card,1
Old_Card_Album,Isis_Card,1
Old_Card_Album,Sidewinder_Card,1
Old_Card_Album,Earth_Petite_Card,1
Old_Card_Album,Bathory_Card,1
Old_Card_Album,Sky_Petite_Card,1
Old_Card_Album,Deviruchi_Card,1
Old_Card_Album,Deviace_Card,1
Old_Card_Album,Nightmare_Card,1
Old_Card_Album,Baphomet_Jr._Card,1
Old_Card_Album,Raydric_Card,1
Old_Card_Album,Khalitzburg_Card,1
Old_Card_Album,Joker_Card,1
Old_Card_Album,Evil_Druid_Card,1
Old_Violet_Box,Red_Potion,2
Old_Violet_Box,Orange_Potion,1
Old_Violet_Box,Yellow_Potion,1
Old_Violet_Box,White_Potion,1
Old_Violet_Box,Blue_Potion,1
Old_Violet_Box,Green_Potion,1
Old_Violet_Box,Honey,1
Old_Violet_Box,Hinalle_Leaflet,1
Old_Violet_Box,Aloe_Leaflet,2
Old_Violet_Box,Panacea,1
Old_Violet_Box,Royal_Jelly,1
Old_Violet_Box,Candy,1
Old_Violet_Box,Candy_Cane,1
Old_Violet_Box,Old_Blue_Box,40
Old_Violet_Box,Dead_Branch,9
Old_Violet_Box,Anodyne,1
Old_Violet_Box,Aloevera,1
Old_Violet_Box,Yggdrasil_Berry,1
Old_Violet_Box,Yggdrasil_Seed,1
Old_Violet_Box,Yggdrasil_Leaf,1
Old_Violet_Box,Mini_Furnace,5
Old_Violet_Box,Iron_Hammer,1
Old_Violet_Box,Golden_Hammer,1
Old_Violet_Box,Oridecon_Hammer,1
Old_Violet_Box,Ora_Ora,1
Old_Violet_Box,Animal_Gore,1
Old_Violet_Box,Hinalle,1
Old_Violet_Box,Aloe,1
Old_Violet_Box,Four_Leaf_Clover,1
Old_Violet_Box,Singing_Plant,1
Old_Violet_Box,Ment,1
Old_Violet_Box,Illusion_Flower,1
Old_Violet_Box,Emperium,1
Old_Violet_Box,Yellow_Gemstone,1
Old_Violet_Box,Red_Gemstone,1
Old_Violet_Box,Blue_Gemstone,1
Old_Violet_Box,Garnet,2
Old_Violet_Box,Amethyst,2
Old_Violet_Box,Aquamarine,2
Old_Violet_Box,Emerald,2
Old_Violet_Box,Pearl,2
Old_Violet_Box,Ruby,2
Old_Violet_Box,Cursed_Ruby,2
Old_Violet_Box,Sardonyx,2
Old_Violet_Box,Sapphire,2
Old_Violet_Box,Opal,2
Old_Violet_Box,Topaz,2
Old_Violet_Box,Zircon,2
Old_Violet_Box,1_Carat_Diamond,2
Old_Violet_Box,2_Carat_Diamond,2
